sharedname	SMARTS	complementary
Frag_6896	ECFP6:-756329176	
Frag_6897	ECFP6:-756242627	
Frag_6898	ECFP6:-754351381	
Frag_6899	ECFP6:-752229198	
Frag_6900	ECFP6:-751959922	
Frag_6902	ECFP6:-746887165	
Frag_6903	ECFP6:-746183525	
Frag_6905	ECFP6:-741821506	
Frag_6906	ECFP6:-738982927	
Frag_6907	ECFP6:-735197088	
Frag_6908	ECFP6:-733419527	
Frag_6909	ECFP6:-731970470	
Frag_6910	ECFP6:-727791608	
Frag_6912	ECFP6:-722842633	
Frag_6913	ECFP6:-721626104	
Frag_6916	ECFP6:-720559310	
Frag_6917	ECFP6:-718875857	
Frag_6918	ECFP6:-718720731	
Frag_6920	ECFP6:-709310404	
Frag_6921	ECFP6:-698727102	
Frag_6922	ECFP6:-696050552	
Frag_6923	ECFP6:-695529673	
Frag_6924	ECFP6:-694350086	
Frag_6926	ECFP6:-692110724	
Frag_6927	ECFP6:-691849766	
Frag_6928	ECFP6:-686690023	
Frag_6929	ECFP6:-685897262	
Frag_6930	ECFP6:-685523414	
Frag_6931	ECFP6:-682620785	
Frag_6932	ECFP6:-679590350	
Frag_6933	ECFP6:-675384791	
Frag_6935	ECFP6:-672495339	
Frag_6936	ECFP6:-671076222	
Frag_6938	ECFP6:-669040371	
Frag_6940	ECFP6:-665243851	
Frag_6944	ECFP6:-650803413	
Frag_6945	ECFP6:-644987691	
Frag_6947	ECFP6:-644338957	
Frag_6948	ECFP6:-639281139	
Frag_6949	ECFP6:-636984940	
Frag_6952	ECFP6:-630430283	
Frag_6953	ECFP6:-627200503	
Frag_6954	ECFP6:-621684590	
Frag_6955	ECFP6:-617269192	
Frag_6956	ECFP6:-614544294	
Frag_6957	ECFP6:-614069525	
Frag_6958	ECFP6:-613522832	
Frag_6959	ECFP6:-609858532	
Frag_6960	ECFP6:-607702389	
Frag_6961	ECFP6:-597732595	
Frag_6962	ECFP6:-593973181	
Frag_6963	ECFP6:-587786459	
Frag_6964	ECFP6:-583455500	
Frag_6965	ECFP6:-580545277	
Frag_6966	ECFP6:-579379739	
Frag_6967	ECFP6:-578595456	
Frag_6969	ECFP6:-576708875	
Frag_6970	ECFP6:-576217112	
Frag_6971	ECFP6:-574618750	
Frag_6972	ECFP6:-573249317	
Frag_6973	ECFP6:-571041594	
Frag_6974	ECFP6:-570945076	
Frag_6975	ECFP6:-570157072	
Frag_6976	ECFP6:-568302198	
Frag_6977	ECFP6:-563222046	
Frag_6978	ECFP6:-562059458	
Frag_6979	ECFP6:-559534740	
Frag_6980	ECFP6:-555156973	
Frag_6981	ECFP6:-554489181	
Frag_6982	ECFP6:-551722668	
Frag_6983	ECFP6:-550722525	
Frag_6984	ECFP6:-545383393	
Frag_6987	ECFP6:-542016813	
Frag_6988	ECFP6:-537687088	
Frag_6989	ECFP6:-535516473	
Frag_6990	ECFP6:-529907512	
Frag_6991	ECFP6:-528909776	
Frag_6992	ECFP6:-526104050	
Frag_6993	ECFP6:-525984929	
Frag_6994	ECFP6:-525620245	
Frag_6995	ECFP6:-523061891	
Frag_6996	ECFP6:-521438719	
Frag_6997	ECFP6:-521344716	
Frag_7000	ECFP6:-517571301	
Frag_7001	ECFP6:-515747585	
Frag_7002	ECFP6:-515738703	
Frag_7003	ECFP6:-513031454	
Frag_7004	ECFP6:-504520684	
Frag_7006	ECFP6:-502036408	
Frag_7007	ECFP6:-501785544	
Frag_7008	ECFP6:-501723857	
Frag_7010	ECFP6:-498806130	
Frag_7011	ECFP6:-497446401	
Frag_7012	ECFP6:-489755393	
Frag_7013	ECFP6:-486737187	
Frag_7014	ECFP6:-485175252	
Frag_7015	ECFP6:-480956589	
Frag_7017	ECFP6:-466717609	
Frag_7019	ECFP6:-461174467	
Frag_7020	ECFP6:-460346884	
Frag_7021	ECFP6:-456086818	
Frag_7022	ECFP6:-453707633	
Frag_7023	ECFP6:-452081381	
Frag_7025	ECFP6:-446754805	
Frag_7026	ECFP6:-445693664	
Frag_7027	ECFP6:-442499072	
Frag_7032	ECFP6:-425149915	
Frag_7033	ECFP6:-421814655	
Frag_7034	ECFP6:-417105164	
Frag_7035	ECFP6:-414937772	
Frag_7036	ECFP6:-410910402	
Frag_7037	ECFP6:-410245795	
Frag_7038	ECFP6:-409565634	
Frag_7039	ECFP6:-409199502	
Frag_7040	ECFP6:-408578195	
Frag_7042	ECFP6:-405461375	
Frag_7043	ECFP6:-403312500	
Frag_7044	ECFP6:-396794119	
Frag_7045	ECFP6:-396717768	
Frag_7046	ECFP6:-395837883	
Frag_7047	ECFP6:-395235387	
Frag_7048	ECFP6:-391791710	
Frag_7050	ECFP6:-388053664	
Frag_7053	ECFP6:-379487020	
Frag_7054	ECFP6:-379059034	
Frag_7056	ECFP6:-372479144	
Frag_7057	ECFP6:-365566693	
Frag_7058	ECFP6:-363637126	
Frag_7059	ECFP6:-361284158	
Frag_7060	ECFP6:-357265425	
Frag_7061	ECFP6:-350470414	
Frag_7062	ECFP6:-348340763	
Frag_7063	ECFP6:-346815457	
Frag_7064	ECFP6:-346580459	
Frag_7065	ECFP6:-345023269	
Frag_7066	ECFP6:-344225929	
Frag_7067	ECFP6:-343014357	
Frag_7068	ECFP6:-341525852	
Frag_7069	ECFP6:-339244146	
Frag_7070	ECFP6:-336451300	
Frag_7071	ECFP6:-336138865	
Frag_7072	ECFP6:-332411907	
Frag_7073	ECFP6:-329509227	
Frag_7075	ECFP6:-328985447	
Frag_7078	ECFP6:-320580095	
Frag_7079	ECFP6:-317595691	
Frag_7080	ECFP6:-317258161	
Frag_7081	ECFP6:-316621138	
Frag_7082	ECFP6:-312200086	
Frag_7084	ECFP6:-309318647	
Frag_7086	ECFP6:-308549553	
Frag_7087	ECFP6:-307429614	
Frag_7088	ECFP6:-304739286	
Frag_7089	ECFP6:-304484942	
Frag_7090	ECFP6:-303989088	
Frag_7091	ECFP6:-302627595	
Frag_7093	ECFP6:-296676694	
Frag_7094	ECFP6:-294280908	
Frag_7095	ECFP6:-293830215	
Frag_7097	ECFP6:-289266965	
Frag_7099	ECFP6:-285810950	
Frag_7100	ECFP6:-284487357	
Frag_7101	ECFP6:-283083565	
Frag_7102	ECFP6:-281691030	
Frag_7103	ECFP6:-281044599	
Frag_7105	ECFP6:-266489486	
Frag_7106	ECFP6:-264199555	
Frag_7107	ECFP6:-261771064	
Frag_7109	ECFP6:-260367537	
Frag_7110	ECFP6:-255970191	
Frag_7111	ECFP6:-247928236	
Frag_7112	ECFP6:-246102830	
Frag_7113	ECFP6:-245097120	
Frag_7115	ECFP6:-242070182	
Frag_7116	ECFP6:-241636470	
Frag_7119	ECFP6:-238265864	
Frag_7120	ECFP6:-237123805	
Frag_7121	ECFP6:-235164322	
Frag_7122	ECFP6:-234545673	
Frag_7123	ECFP6:-221339742	
Frag_7124	ECFP6:-221014961	
Frag_7125	ECFP6:-218148446	
Frag_7129	ECFP6:-209654404	
Frag_7130	ECFP6:-208942089	
Frag_7132	ECFP6:-207564655	
Frag_7133	ECFP6:-201109974	
Frag_7134	ECFP6:-199890657	
Frag_7135	ECFP6:-198867271	
Frag_7136	ECFP6:-198422950	
Frag_7137	ECFP6:-196835306	
Frag_7138	ECFP6:-196086720	
Frag_7139	ECFP6:-195695665	
Frag_7140	ECFP6:-194354518	
Frag_7142	ECFP6:-187412299	
Frag_7143	ECFP6:-185980157	
Frag_7144	ECFP6:-182455452	
Frag_7145	ECFP6:-180718580	
Frag_7146	ECFP6:-178319266	
Frag_7148	ECFP6:-174551952	
Frag_7149	ECFP6:-172846275	
Frag_7150	ECFP6:-170979575	
Frag_7151	ECFP6:-170395509	
Frag_7152	ECFP6:-170144277	
Frag_7153	ECFP6:-169346356	
Frag_7154	ECFP6:-169323145	
Frag_7156	ECFP6:-166144269	
Frag_7157	ECFP6:-162537860	
Frag_7158	ECFP6:-162203600	
Frag_7159	ECFP6:-162150931	
Frag_7160	ECFP6:-159505073	
Frag_7162	ECFP6:-156450906	
Frag_7163	ECFP6:-154999815	
Frag_7166	ECFP6:-147839105	
Frag_7167	ECFP6:-145809275	
Frag_7168	ECFP6:-143654417	
Frag_7169	ECFP6:-137870270	
Frag_7171	ECFP6:-136872283	
Frag_7172	ECFP6:-135478198	
Frag_7175	ECFP6:-130888655	
Frag_7177	ECFP6:-126021086	
Frag_7178	ECFP6:-122744559	
Frag_7179	ECFP6:-120908359	
Frag_7180	ECFP6:-118372092	
Frag_7182	ECFP6:-116649268	
Frag_7184	ECFP6:-102644471	
Frag_7185	ECFP6:-102254937	
Frag_7186	ECFP6:-102080403	
Frag_7189	ECFP6:-96699478	
Frag_7190	ECFP6:-96540735	
Frag_7192	ECFP6:-92735914	
Frag_7195	ECFP6:-90599165	
Frag_7197	ECFP6:-87837803	
Frag_7198	ECFP6:-87479811	
Frag_7199	ECFP6:-82877736	
Frag_7200	ECFP6:-74014341	
Frag_7201	ECFP6:-73167601	
Frag_7202	ECFP6:-72409905	
Frag_7203	ECFP6:-69088625	
Frag_7204	ECFP6:-63161233	
Frag_7205	ECFP6:-62244257	
Frag_7206	ECFP6:-61517462	
Frag_7208	ECFP6:-60417561	
Frag_7209	ECFP6:-56578804	
Frag_7210	ECFP6:-52331833	
Frag_7211	ECFP6:-51283149	
Frag_7212	ECFP6:-48888163	
Frag_7213	ECFP6:-48564765	
Frag_7214	ECFP6:-43123391	
Frag_7215	ECFP6:-42600619	
Frag_7217	ECFP6:-38777269	
Frag_7218	ECFP6:-38065786	
Frag_7219	ECFP6:-34457619	
Frag_7221	ECFP6:-29660433	
Frag_7222	ECFP6:-29607971	
Frag_7223	ECFP6:-26207638	
Frag_7224	ECFP6:-23853338	
Frag_7225	ECFP6:-20720346	
Frag_7226	ECFP6:-20226574	
Frag_7229	ECFP6:-10022428	
Frag_7230	ECFP6:-4389202	
Frag_7231	ECFP6:-2923847	
Frag_7232	ECFP6:2983268	
Frag_7233	ECFP6:3809543	
Frag_7234	ECFP6:4868240	
Frag_7235	ECFP6:6502934	
Frag_7237	ECFP6:11313757	
Frag_7238	ECFP6:13619651	
Frag_7239	ECFP6:15555776	
Frag_7240	ECFP6:15596313	
Frag_7241	ECFP6:16447962	
Frag_7242	ECFP6:17041338	
Frag_7244	ECFP6:20560537	
Frag_7245	ECFP6:22739961	
Frag_7246	ECFP6:22892147	
Frag_7247	ECFP6:24759605	
Frag_7249	ECFP6:26740898	
Frag_7250	ECFP6:31424298	
Frag_7251	ECFP6:38965984	
Frag_7253	ECFP6:47456834	
Frag_7254	ECFP6:51159737	
Frag_7256	ECFP6:56632465	
Frag_7257	ECFP6:58265525	
Frag_7258	ECFP6:58745215	
Frag_7259	ECFP6:60365018	
Frag_7260	ECFP6:62566406	
Frag_7262	ECFP6:63699205	
Frag_7263	ECFP6:63919937	
Frag_7267	ECFP6:76180904	
Frag_7271	ECFP6:90407078	
Frag_7273	ECFP6:100006678	
Frag_7275	ECFP6:103266951	
Frag_7277	ECFP6:106206673	
Frag_7279	ECFP6:111633695	
Frag_7280	ECFP6:115694292	
Frag_7283	ECFP6:125106631	
Frag_7285	ECFP6:127275165	
Frag_7287	ECFP6:129073433	
Frag_7289	ECFP6:134037602	
Frag_7290	ECFP6:136533477	
Frag_7291	ECFP6:137403406	
Frag_7293	ECFP6:140653325	
Frag_7294	ECFP6:142824267	
Frag_7295	ECFP6:147476196	
Frag_7296	ECFP6:151251816	
Frag_7298	ECFP6:159213865	
Frag_7299	ECFP6:162018711	
Frag_7300	ECFP6:165749020	
Frag_7302	ECFP6:171766927	
Frag_7303	ECFP6:171935693	
Frag_7304	ECFP6:175477089	
Frag_7305	ECFP6:177142293	
Frag_7306	ECFP6:177329925	
Frag_7307	ECFP6:177451851	
Frag_7308	ECFP6:178332430	
Frag_7309	ECFP6:179341505	
Frag_7310	ECFP6:179497397	
Frag_7311	ECFP6:180505325	
Frag_7312	ECFP6:183051930	
Frag_7314	ECFP6:188882669	
Frag_7315	ECFP6:190264089	
Frag_7317	ECFP6:194005577	
Frag_7318	ECFP6:195888619	
Frag_7319	ECFP6:197304973	
Frag_7320	ECFP6:202072127	
Frag_7321	ECFP6:202751495	
Frag_7322	ECFP6:203249653	
Frag_7323	ECFP6:203478640	
Frag_7324	ECFP6:204273092	
Frag_7325	ECFP6:207675424	
Frag_7326	ECFP6:209962646	
Frag_7327	ECFP6:210719562	
Frag_7328	ECFP6:210816324	
Frag_7329	ECFP6:211959256	
Frag_7330	ECFP6:215159282	
Frag_7331	ECFP6:215647122	
Frag_7333	ECFP6:220261446	
Frag_7338	ECFP6:226913026	
Frag_7340	ECFP6:228265354	
Frag_7341	ECFP6:228942416	
Frag_7342	ECFP6:231363165	
Frag_7343	ECFP6:233809671	
Frag_7344	ECFP6:235058565	
Frag_7345	ECFP6:235538402	
Frag_7346	ECFP6:235976542	
Frag_7347	ECFP6:236874499	
Frag_7350	ECFP6:241476243	
Frag_7351	ECFP6:244253250	
Frag_7352	ECFP6:246695336	
Frag_7353	ECFP6:248217936	
Frag_7354	ECFP6:248796699	
Frag_7355	ECFP6:251156241	
Frag_7356	ECFP6:251809297	
Frag_7357	ECFP6:254838604	
Frag_7358	ECFP6:255402161	
Frag_7359	ECFP6:256579797	
Frag_7362	ECFP6:261274080	
Frag_7364	ECFP6:264163890	
Frag_7365	ECFP6:266887770	
Frag_7366	ECFP6:267594301	
Frag_7368	ECFP6:268582209	
Frag_7369	ECFP6:269152622	
Frag_7370	ECFP6:270381579	
Frag_7372	ECFP6:279565555	
Frag_7374	ECFP6:281733252	
Frag_7375	ECFP6:286798084	
Frag_7376	ECFP6:291519126	
Frag_7377	ECFP6:291627871	
Frag_7378	ECFP6:292217548	
Frag_7379	ECFP6:293947614	
Frag_7380	ECFP6:297087048	
Frag_7381	ECFP6:298589457	
Frag_7382	ECFP6:303431746	
Frag_7383	ECFP6:305156781	
Frag_7384	ECFP6:305370792	
Frag_7385	ECFP6:305646521	
Frag_7386	ECFP6:308530402	
Frag_7387	ECFP6:310281660	
Frag_7388	ECFP6:311311111	
Frag_7390	ECFP6:315955409	
Frag_7391	ECFP6:321481395	
Frag_7395	ECFP6:328901995	
Frag_7396	ECFP6:333421783	
Frag_7397	ECFP6:335828395	
Frag_7399	ECFP6:338481266	
Frag_7400	ECFP6:342113914	
Frag_7401	ECFP6:343158206	
Frag_7403	ECFP6:344200540	
Frag_7405	ECFP6:346754679	
Frag_7406	ECFP6:351116769	
Frag_7407	ECFP6:352489968	
Frag_7408	ECFP6:356610628	
Frag_7409	ECFP6:361572307	
Frag_7410	ECFP6:362314941	
Frag_7412	ECFP6:369796785	
Frag_7413	ECFP6:370144022	
Frag_7414	ECFP6:373728394	
Frag_7415	ECFP6:382620176	
Frag_7416	ECFP6:386441587	
Frag_7418	ECFP6:389141011	
Frag_7420	ECFP6:392467034	
Frag_7421	ECFP6:398231069	
Frag_7423	ECFP6:400846727	
Frag_7424	ECFP6:401570022	
Frag_7425	ECFP6:404963357	
Frag_7426	ECFP6:405437983	
Frag_7427	ECFP6:407582969	
Frag_7429	ECFP6:410519748	
Frag_7430	ECFP6:415188071	
Frag_7431	ECFP6:416352167	
Frag_7432	ECFP6:417519190	
Frag_7433	ECFP6:419096150	
Frag_7435	ECFP6:421118033	
Frag_7436	ECFP6:421769679	
Frag_7438	ECFP6:425167710	
Frag_7440	ECFP6:428158769	
Frag_7441	ECFP6:428226676	
Frag_7442	ECFP6:434082869	
Frag_7444	ECFP6:436781095	
Frag_7445	ECFP6:439108570	
Frag_7446	ECFP6:440397285	
Frag_7447	ECFP6:441359045	
Frag_7450	ECFP6:445745511	
Frag_7451	ECFP6:446460609	
Frag_7453	ECFP6:446997883	
Frag_7454	ECFP6:447889589	
Frag_7455	ECFP6:450652806	
Frag_7456	ECFP6:450757500	
Frag_7457	ECFP6:462255204	
Frag_7458	ECFP6:466668316	
Frag_7460	ECFP6:471392001	
Frag_7461	ECFP6:473474522	
Frag_7464	ECFP6:488173270	
Frag_7467	ECFP6:495075592	
Frag_7468	ECFP6:497081717	
Frag_7470	ECFP6:502291682	
Frag_7471	ECFP6:503779909	
Frag_7472	ECFP6:504667912	
Frag_7473	ECFP6:506476890	
Frag_7476	ECFP6:512016408	
Frag_7479	ECFP6:518986221	
Frag_7480	ECFP6:524532262	
Frag_7481	ECFP6:526971362	
Frag_7482	ECFP6:531425232	
Frag_7486	ECFP6:536752715	
Frag_7488	ECFP6:539579444	
Frag_7489	ECFP6:546250706	
Frag_7490	ECFP6:550542431	
Frag_7491	ECFP6:551403759	
Frag_7493	ECFP6:560915573	
Frag_7494	ECFP6:562085761	
Frag_7495	ECFP6:564498929	
Frag_7496	ECFP6:568953087	
Frag_7497	ECFP6:574066762	
Frag_7498	ECFP6:575623417	
Frag_7499	ECFP6:577291173	
Frag_7500	ECFP6:586535112	
Frag_7501	ECFP6:588575641	
Frag_7502	ECFP6:590078970	
Frag_7503	ECFP6:590377060	
Frag_7504	ECFP6:591735635	
Frag_7505	ECFP6:594505858	
Frag_7506	ECFP6:594801609	
Frag_7507	ECFP6:596323542	
Frag_7508	ECFP6:597609106	
Frag_7510	ECFP6:599640786	
Frag_7511	ECFP6:602671842	
Frag_7512	ECFP6:602875002	
Frag_7513	ECFP6:605010375	
Frag_7514	ECFP6:605436157	
Frag_7515	ECFP6:606448056	
Frag_7516	ECFP6:609679885	
Frag_7517	ECFP6:610466850	
Frag_7518	ECFP6:610873524	
Frag_7519	ECFP6:612859198	
Frag_7521	ECFP6:626159161	
Frag_7522	ECFP6:626767077	
Frag_7523	ECFP6:627695778	
Frag_7524	ECFP6:633255649	
Frag_7526	ECFP6:647628699	
Frag_7528	ECFP6:649140529	
Frag_7529	ECFP6:649679972	
Frag_7530	ECFP6:654136854	
Frag_7531	ECFP6:660195086	
Frag_7532	ECFP6:662121801	
Frag_7533	ECFP6:662224852	
Frag_7534	ECFP6:664232910	
Frag_7535	ECFP6:664359995	
Frag_7537	ECFP6:670295644	
Frag_7538	ECFP6:675428672	
Frag_7541	ECFP6:680246905	
Frag_7543	ECFP6:686846582	
Frag_7544	ECFP6:692224043	
Frag_7545	ECFP6:694145413	
Frag_7546	ECFP6:699053609	
Frag_7547	ECFP6:699824411	
Frag_7548	ECFP6:702097174	
Frag_7549	ECFP6:706832882	
Frag_7550	ECFP6:708470183	
Frag_7551	ECFP6:711121875	
Frag_7552	ECFP6:712526115	
Frag_7553	ECFP6:714849342	
Frag_7554	ECFP6:722440376	
Frag_7555	ECFP6:722879561	
Frag_7557	ECFP6:724766404	
Frag_7559	ECFP6:726667079	
Frag_7560	ECFP6:731431635	
Frag_7563	ECFP6:735175544	
Frag_7567	ECFP6:744800379	
Frag_7568	ECFP6:746608102	
Frag_7569	ECFP6:749230230	
Frag_7570	ECFP6:757526877	
Frag_7573	ECFP6:760493166	
Frag_7574	ECFP6:761060141	
Frag_7576	ECFP6:769426169	
Frag_7577	ECFP6:770001334	
Frag_7578	ECFP6:770840141	
Frag_7579	ECFP6:773768924	
Frag_7580	ECFP6:777963829	
Frag_7581	ECFP6:778561677	
Frag_7582	ECFP6:785309856	
Frag_7583	ECFP6:786494180	
Frag_7584	ECFP6:793277961	
Frag_7585	ECFP6:800617161	
Frag_7586	ECFP6:801766495	
Frag_7587	ECFP6:802957159	
Frag_7588	ECFP6:803845241	
Frag_7589	ECFP6:804992251	
Frag_7590	ECFP6:805214945	
Frag_7591	ECFP6:808664490	
Frag_7592	ECFP6:813034181	
Frag_7593	ECFP6:815831907	
Frag_7594	ECFP6:816858206	
Frag_7596	ECFP6:819803335	
Frag_7599	ECFP6:825661105	
Frag_7600	ECFP6:826407884	
Frag_7602	ECFP6:832328186	
Frag_7605	ECFP6:840131337	
Frag_7607	ECFP6:851250972	
Frag_7609	ECFP6:856611976	
Frag_7610	ECFP6:857238908	
Frag_7611	ECFP6:862938836	
Frag_7612	ECFP6:863798646	
Frag_7613	ECFP6:866645295	
Frag_7616	ECFP6:871259356	
Frag_7617	ECFP6:871514088	
Frag_7618	ECFP6:871871684	
Frag_7619	ECFP6:872781564	
Frag_7620	ECFP6:874021254	
Frag_7621	ECFP6:877247232	
Frag_7622	ECFP6:878191048	
Frag_7623	ECFP6:884797313	
Frag_7625	ECFP6:886494467	
Frag_7626	ECFP6:886997353	
Frag_7627	ECFP6:887723238	
Frag_7629	ECFP6:892990959	
Frag_7630	ECFP6:893019000	
Frag_7635	ECFP6:902531987	
Frag_7636	ECFP6:905069789	
Frag_7637	ECFP6:905192134	
Frag_7639	ECFP6:911445337	
Frag_7640	ECFP6:914252105	
Frag_7642	ECFP6:918195775	
Frag_7644	ECFP6:924408534	
Frag_7645	ECFP6:926112426	
Frag_7646	ECFP6:928285088	
Frag_7647	ECFP6:928612506	
Frag_7648	ECFP6:935495642	
Frag_7650	ECFP6:940664091	
Frag_7651	ECFP6:940677290	
Frag_7654	ECFP6:944233599	
Frag_7655	ECFP6:944973992	
Frag_7656	ECFP6:946829406	
Frag_7657	ECFP6:946843300	
Frag_7658	ECFP6:947491208	
Frag_7659	ECFP6:947700479	
Frag_7662	ECFP6:961419673	
Frag_7663	ECFP6:962328941	
Frag_7664	ECFP6:966275109	
Frag_7666	ECFP6:970072397	
Frag_7668	ECFP6:983803665	
Frag_7672	ECFP6:992572553	
Frag_7673	ECFP6:993182945	
Frag_7674	ECFP6:999242663	
Frag_7675	ECFP6:1001976897	
Frag_7676	ECFP6:1004183938	
Frag_7678	ECFP6:1007853943	
Frag_7679	ECFP6:1009088022	
Frag_7680	ECFP6:1010418621	
Frag_7681	ECFP6:1012808755	
Frag_7682	ECFP6:1013855134	
Frag_7684	ECFP6:1018993386	
Frag_7685	ECFP6:1019039314	
Frag_7686	ECFP6:1022770178	
Frag_7687	ECFP6:1024131100	
Frag_7688	ECFP6:1024300589	
Frag_7689	ECFP6:1027556089	
Frag_7690	ECFP6:1031329047	
Frag_7691	ECFP6:1031942096	
Frag_7697	ECFP6:1055277351	
Frag_7698	ECFP6:1056583948	
Frag_7700	ECFP6:1057057057	
Frag_7701	ECFP6:1058938111	
Frag_7702	ECFP6:1060960655	
Frag_7703	ECFP6:1063144429	
Frag_7704	ECFP6:1063355836	
Frag_7706	ECFP6:1067661470	
Frag_7707	ECFP6:1067774549	
Frag_7709	ECFP6:1071601357	
Frag_7710	ECFP6:1073723448	
Frag_7711	ECFP6:1076355182	
Frag_7713	ECFP6:1082433419	
Frag_7714	ECFP6:1085139723	
Frag_7715	ECFP6:1085981635	
Frag_7716	ECFP6:1090566755	
Frag_7717	ECFP6:1091149877	
Frag_7718	ECFP6:1091760067	
Frag_7720	ECFP6:1096714520	
Frag_7721	ECFP6:1096896483	
Frag_7722	ECFP6:1097116381	
Frag_7723	ECFP6:1097497880	
Frag_7726	ECFP6:1101238811	
Frag_7727	ECFP6:1104528837	
Frag_7729	ECFP6:1107114225	
Frag_7731	ECFP6:1111002994	
Frag_7732	ECFP6:1111448523	
Frag_7733	ECFP6:1115588494	
Frag_7734	ECFP6:1116036505	
Frag_7736	ECFP6:1116562033	
Frag_7737	ECFP6:1116639252	
Frag_7742	ECFP6:1129180635	
Frag_7743	ECFP6:1129216781	
Frag_7744	ECFP6:1129525843	
Frag_7746	ECFP6:1131571373	
Frag_7748	ECFP6:1134789947	
Frag_7750	ECFP6:1137764975	
Frag_7751	ECFP6:1138096600	
Frag_7753	ECFP6:1140999339	
Frag_7754	ECFP6:1143763446	
Frag_7755	ECFP6:1143940639	
Frag_7756	ECFP6:1146256233	
Frag_7757	ECFP6:1151725240	
Frag_7758	ECFP6:1152764754	
Frag_7759	ECFP6:1154229065	
Frag_7760	ECFP6:1154951536	
Frag_7761	ECFP6:1157076752	
Frag_7763	ECFP6:1162447253	
Frag_7764	ECFP6:1163298937	
Frag_7766	ECFP6:1171603231	
Frag_7767	ECFP6:1173992272	
Frag_7768	ECFP6:1175303210	
Frag_7771	ECFP6:1183944227	
Frag_7772	ECFP6:1186825298	
Frag_7773	ECFP6:1187188046	
Frag_7774	ECFP6:1190136605	
Frag_7775	ECFP6:1191484434	
Frag_7776	ECFP6:1193428217	
Frag_7777	ECFP6:1193869764	
Frag_7778	ECFP6:1194344443	
Frag_7779	ECFP6:1194907145	
Frag_7780	ECFP6:1200575958	
Frag_7781	ECFP6:1200671541	
Frag_7782	ECFP6:1201553075	
Frag_7783	ECFP6:1206022251	
Frag_7785	ECFP6:1216239371	
Frag_7787	ECFP6:1219037133	
Frag_7788	ECFP6:1224293249	
Frag_7790	ECFP6:1232045252	
Frag_7791	ECFP6:1232154435	
Frag_7792	ECFP6:1232755186	
Frag_7794	ECFP6:1235079416	
Frag_7795	ECFP6:1243243431	
Frag_7796	ECFP6:1243696693	
Frag_7797	ECFP6:1245950506	
Frag_7798	ECFP6:1246336219	
Frag_7799	ECFP6:1246468836	
Frag_7800	ECFP6:1253430614	
Frag_7802	ECFP6:1256656789	
Frag_7803	ECFP6:1262412136	
Frag_7805	ECFP6:1275263229	
Frag_7806	ECFP6:1276551001	
Frag_7807	ECFP6:1277192599	
Frag_7809	ECFP6:1280395858	
Frag_7811	ECFP6:1282958070	
Frag_7812	ECFP6:1284619186	
Frag_7813	ECFP6:1284973593	
Frag_7814	ECFP6:1285351505	
Frag_7815	ECFP6:1286833445	
Frag_7816	ECFP6:1291862412	
Frag_7818	ECFP6:1294685494	
Frag_7819	ECFP6:1296622114	
Frag_7820	ECFP6:1296744773	
Frag_7822	ECFP6:1301353831	
Frag_7824	ECFP6:1303938821	
Frag_7826	ECFP6:1305378304	
Frag_7827	ECFP6:1307368755	
Frag_7828	ECFP6:1316528246	
Frag_7831	ECFP6:1322186882	
Frag_7833	ECFP6:1322326462	
Frag_7836	ECFP6:1324550524	
Frag_7837	ECFP6:1328656293	
Frag_7838	ECFP6:1328835015	
Frag_7839	ECFP6:1334892124	
Frag_7840	ECFP6:1335617765	
Frag_7841	ECFP6:1346276707	
Frag_7842	ECFP6:1349350917	
Frag_7844	ECFP6:1355696873	
Frag_7845	ECFP6:1359042374	
Frag_7846	ECFP6:1361422377	
Frag_7847	ECFP6:1365504715	
Frag_7849	ECFP6:1376676412	
Frag_7852	ECFP6:1384407258	
Frag_7853	ECFP6:1386759999	
Frag_7854	ECFP6:1389261169	
Frag_7855	ECFP6:1391724023	
Frag_7856	ECFP6:1394716127	
Frag_7858	ECFP6:1397850344	
Frag_7860	ECFP6:1402621906	
Frag_7861	ECFP6:1403374750	
Frag_7863	ECFP6:1407445843	
Frag_7864	ECFP6:1407458418	
Frag_7865	ECFP6:1408025282	
Frag_7866	ECFP6:1410547389	
Frag_7867	ECFP6:1410943290	
Frag_7868	ECFP6:1412713207	
Frag_7869	ECFP6:1415008082	
Frag_7870	ECFP6:1421026906	
Frag_7871	ECFP6:1422453786	
Frag_7872	ECFP6:1428017573	
Frag_7873	ECFP6:1431442152	
Frag_7875	ECFP6:1434812930	
Frag_7876	ECFP6:1437825010	
Frag_7877	ECFP6:1438529570	
Frag_7878	ECFP6:1442279358	
Frag_7880	ECFP6:1443907856	
Frag_7881	ECFP6:1445975273	
Frag_7882	ECFP6:1448699660	
Frag_7883	ECFP6:1458141992	
Frag_7885	ECFP6:1459201711	
Frag_7886	ECFP6:1464203876	
Frag_7887	ECFP6:1464808710	
Frag_7888	ECFP6:1465744550	
Frag_7889	ECFP6:1466704646	
Frag_7892	ECFP6:1479434575	
Frag_7893	ECFP6:1480565088	
Frag_7894	ECFP6:1480978284	
Frag_7895	ECFP6:1490003578	
Frag_7897	ECFP6:1492817511	
Frag_7899	ECFP6:1494354582	
Frag_7900	ECFP6:1498326252	
Frag_7903	ECFP6:1509518994	
Frag_7904	ECFP6:1510543024	
Frag_7906	ECFP6:1511608997	
Frag_7907	ECFP6:1518383620	
